country,segment_id,road_name,road_class,land_use,speed_limit,median_speed,f85_speed,percent_over,f85_gap,sample_total,speed_safety_score,priority_class,recommended_action,time_pilot_type,time_pilot_selection_score,required_next_data
Thailand,16367,Prachim Ratthaya Expressway,motorway,URBAN,80.0,98.36666666,114.5,0.8585945223204515,34.5,18126179.0,88,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,116.59,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,16369,Prachim Ratthaya Expressway,motorway,URBAN,80.0,98.23333333,114.83333333,0.8548556829570517,34.83333333,10889982.0,86,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,114.55,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35515,Chalong Rat Expressway,motorway,URBAN,80.0,91.85,108.66666666,0.7145408970105623,28.666666660000004,52823213.0,85,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,111.48,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35516,Chalong Rat Expressway,motorway,URBAN,80.0,89.12222222,107.11111111,0.6849735483819832,27.111111109999996,41509181.0,85,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,110.41,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,15807,Udon Ratthaya Expressway,motorway,URBAN,80.0,100.6,115.0,0.8543003373158499,35.0,11710686.0,79,Critical review,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,107.54,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36333,Borommaratchachonnani Elevated Highway,primary,URBAN,80.0,83.31428571,99.85714285,0.649748804362655,19.857142850000002,12321671.0,85,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,106.43,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,178,Buraphawithi Expressway,motorway,URBAN,80.0,92.6368421,109.94736842,0.7273532212125042,29.947368420000004,81032639.0,79,Critical review,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,106.25,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55625,Phahonyothin Road,trunk,URBAN,80.0,91.7,108.0,0.7499996404445256,28.0,695303.0,83,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,104.85,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,17519,Asian Highway,trunk,URBAN,80.0,98.23333333,112.33333333,0.761082833667179,32.33333333,6048205.0,79,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,104.63,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,17498,Asian Highway,trunk,URBAN,80.0,98.1,112.5,0.814578958553198,32.5,4164495.0,79,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,104.23,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35817,Mittraphap Road,trunk,URBAN,78.0,94.2,108.8,0.7612701921889733,30.799999999999997,2923841.0,80,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,104.07,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55622,Phahonyothin Road,trunk,RURAL,81.0,94.98333333,110.5,0.7059777743796384,29.5,3354777.0,80,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,103.49,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,15808,Udon Ratthaya Expressway,motorway,URBAN,80.0,92.99,106.8,0.822044190572744,26.799999999999997,9871653.0,76,Critical review,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,102.56,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,9056, ,trunk,RURAL,85.0,97.9,114.0,0.754469959920039,29.0,1005490.0,80,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,102.55,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35039,Super Highway,trunk,URBAN,80.0,80.65833333,95.5,0.4284294673853413,15.5,23195475.0,85,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,102.03,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35804,Mittraphap Road,trunk,URBAN,72.0,85.0,99.75,0.6873100351918191,27.75,2534680.0,80,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,102.02,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35747,Mittraphap Road,trunk,URBAN,80.0,84.22,99.8,0.5012171781039938,19.799999999999997,14500343.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,101.91,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33987,Khotchaseni Road,trunk,URBAN,80.0,91.7,106.0,0.7500006035775247,26.0,414197.0,81,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,101.71,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,17573,Chaiyaphruek Road,trunk,URBAN,60.0,76.3,91.0,0.8125000414464204,31.0,3015942.0,77,Critical review,Curve/geometry speed-management review,Urban time-window speed management,101.63,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,6449, ,trunk,URBAN,90.0,96.4,113.33333333,0.6191277109053277,23.333333330000002,466726.0,83,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,101.09,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33972,Khotchaseni Road,trunk,RURAL,90.0,100.2,115.25,0.7534397091040496,25.25,1771080.0,80,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,101.04,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35751,Mittraphap Road,trunk,URBAN,80.0,95.7,116.0,0.7749999899707587,36.0,2492711.0,77,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,101.0,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35372,Bang Na - At Narong Expressway,motorway,URBAN,60.0,101.0,116.0,1.0,56.0,1486768.0,75,Critical review,Curve/geometry speed-management review,Night/low-visibility curve speed management,100.74,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,34835,Yantarakit Koson Road,trunk,URBAN,80.0,88.2,103.0,0.6999985013412995,23.0,200179.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,100.6,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,17515,Asian Highway,trunk,URBAN,90.0,95.925,110.5,0.6270665577265694,20.5,11470524.0,79,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,100.52,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36156,Phetkasem Road,trunk,URBAN,80.0,86.65,102.0,0.657963503265952,22.0,1655107.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,100.41,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,6471, ,trunk,URBAN,65.0,97.85,114.0,0.8253121619454199,49.0,293037.0,77,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,100.4,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33988,Khotchaseni Road,trunk,RURAL,90.0,102.0,117.0,0.7666663390566798,27.0,406988.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,100.37,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36219,Phetkasem Road,trunk,URBAN,80.0,84.46,97.2,0.6258521717919808,17.200000000000003,4579329.0,83,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,100.15,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,22557, ,primary,URBAN,80.0,90.3,105.0,0.75,25.0,83580.0,80,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,100.04,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,17502,Asian Highway,trunk,URBAN,90.0,93.75,109.0,0.6282674591299563,19.0,11553511.0,79,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,99.78,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36249,Phetkasem Road,trunk,URBAN,80.0,88.8,105.0,0.6833334197009576,25.0,2122709.0,79,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,99.39,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,32393, ,motorway,URBAN,80.0,101.0,116.0,1.0,36.0,2665832.0,73,High priority,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,99.33,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55623,Phahonyothin Road,trunk,URBAN,80.0,82.8,99.25,0.6220061992986246,19.25,2288646.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,98.99,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,32786, ,motorway,URBAN,60.0,81.5,94.0,1.0,34.0,1889426.0,73,High priority,Curve/geometry speed-management review,Night/low-visibility curve speed management,98.94,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35551,Phet Kasem Road,trunk,URBAN,80.0,75.53333333,91.5,0.609870265026725,11.5,17749493.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,98.85,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,6383, ,trunk,URBAN,90.0,104.0,119.0,0.7624998603991467,29.0,268623.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,98.26,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,20475, ,primary,URBAN,80.0,89.8,106.0,0.7166720853840376,26.0,89197.0,78,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,98.21,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,11425, ,trunk,URBAN,80.0,89.4,106.0,0.7166664739053498,26.0,1210478.0,77,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.77,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,6299, ,trunk,URBAN,90.0,101.0,119.0,0.7166686313804079,29.0,135728.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.73,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,53416, ,secondary,URBAN,70.0,76.33333333,90.33333333,0.6389535757211539,20.333333330000002,319488.0,81,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,97.72,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,34847,Suphan Buri Ring Road,primary,URBAN,90.0,97.7,114.0,0.6499994111204023,24.0,169814.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,97.58,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36233,Phetkasem Road,trunk,URBAN,90.0,86.77142857,101.0,0.5946769491410369,11.0,11078008.0,81,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.45,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,34108,Malai Maen Road,trunk,URBAN,80.0,85.45,101.0,0.7531197917334964,21.0,701409.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,97.38,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,5402, ,trunk,URBAN,80.0,96.6,113.0,0.812500383466166,33.0,488961.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.37,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55539,Thinanon Road,primary,URBAN,60.0,78.3,94.5,0.9003989740666857,34.5,722854.0,73,High priority,Curve/geometry speed-management review,Urban time-window speed management,97.37,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33534, ,motorway,URBAN,80.0,97.9,118.0,0.8124999234803504,38.0,2450351.0,73,High priority,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,97.35,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36025,Phetkasem Road,trunk,URBAN,80.0,92.5,110.0,0.8166678512411379,30.0,225116.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.28,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,9057, ,trunk,RURAL,90.0,98.85,115.5,0.6999991885701998,25.5,985914.0,77,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,97.24,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,34123,Malai Maen Road,trunk,URBAN,80.0,87.5,103.0,0.649999777140896,23.0,448714.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,97.22,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,173,Buraphawithi Expressway,motorway,URBAN,80.0,82.61296296,99.92592592,0.7248066882003324,19.925925919999997,79510537.0,75,Critical review,Urban high-speed corridor speed-limit review,Variable speed limit feasibility review,97.21,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55624,Phahonyothin Road,trunk,RURAL,90.0,95.86875,111.54166666,0.7269521856559674,21.541666660000004,6280563.0,76,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,97.18,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,16866,Lampang Bypass Road,trunk,URBAN,90.0,95.4,114.0,0.6000014857957923,24.0,269216.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,97.13,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33532, ,motorway,URBAN,81.0,84.2,106.0,0.562878220661608,25.0,14777088.0,74,High priority,Urban high-speed corridor speed-limit review,Variable speed limit feasibility review,97.13,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,19892, ,primary,URBAN,80.0,95.0,110.0,0.800001821394095,30.0,219612.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.11,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,34330,Sa Kaeo-Khao Hin Son Road,primary,URBAN,90.0,99.4,115.5,0.6916119949164428,25.5,737279.0,77,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,97.03,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36556,Phitsanulok Ring Road,trunk,URBAN,80.0,87.8,102.0,0.666666036805318,22.0,529217.0,79,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,96.93,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,5279, ,trunk,URBAN,80.0,95.1,112.0,0.7624999587432876,32.0,605962.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.93,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33887,Si Khio-Det Udom Road,trunk,URBAN,85.0,98.05,115.5,0.7588212103291938,30.5,629052.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.9,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,16167,Phahon Yothin Road,trunk,URBAN,80.0,93.8,110.0,0.7666665828634065,30.0,397757.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.87,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,6384, ,trunk,URBAN,90.0,101.0,117.0,0.7166675981296223,27.0,268395.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.8,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35295,Nittayo Road,trunk,URBAN,80.0,91.2,106.0,0.7499994194943099,26.0,430659.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.72,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,43862, ,secondary,URBAN,60.0,77.8,91.0,0.8624992428372403,31.0,181599.0,73,High priority,Curve/geometry speed-management review,Night/low-visibility curve speed management,96.72,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,29539, ,primary,RURAL,90.0,98.47142857,115.14285714,0.6562075336295482,25.142857140000004,785916.0,77,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,96.53,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,55619,Phahonyothin Road,trunk,RURAL,90.0,94.39375,110.58333333,0.6611246258133027,20.583333330000002,7075011.0,76,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,96.44,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,35046,Super Highway,trunk,RURAL,70.0,84.4875,97.58333333,0.6561451322400228,27.583333330000002,5907440.0,73,High priority,Curve/geometry speed-management review,Night/low-visibility curve speed management,96.31,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,30,Kanchanaphisek Road,motorway,URBAN,80.0,87.6,106.0,0.6666667699971636,26.0,3225895.0,75,Critical review,Urban high-speed corridor speed-limit review,Night enforcement or average-speed pilot,96.28,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,10310, ,trunk,URBAN,80.0,89.6,106.0,0.6999998106465851,26.0,528113.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.26,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,22527, ,primary,URBAN,80.0,91.9,109.0,0.762498583402939,29.0,238247.0,74,High priority,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.24,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36853,Surat Thani Ring Road,trunk,URBAN,80.0,83.9,100.0,0.6,20.0,447180.0,80,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,96.22,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,16481,Chaeng Sanit Road,trunk,URBAN,80.0,90.1,106.0,0.6999994220588576,26.0,346056.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.17,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,12876, ,trunk,URBAN,80.0,90.2,105.0,0.7333328141912675,25.0,642085.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.15,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,29668, ,primary,URBAN,80.0,90.6,105.0,0.7499989755735763,25.0,244039.0,76,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,96.12,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,36148,Phetkasem Road,trunk,URBAN,90.0,88.1,107.5,0.46636129589205216,17.5,1373849.0,82,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,96.1,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33658,Sirat Expressway,motorway,URBAN,80.0,78.98,94.4,0.6892068490380235,14.400000000000006,31744020.0,77,Critical review,"Integrated speed-limit, design, and enforcement review",Variable speed limit feasibility review,96.09,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,19619, ,primary,URBAN,80.0,88.2,104.0,0.699998780755444,24.0,164036.0,77,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,96.08,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,33993,Khotchaseni Road,trunk,RURAL,90.0,101.25,114.5,0.7414711645926156,24.5,798116.0,76,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,96.06,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,5562, ,trunk,URBAN,80.0,89.9,103.0,0.7333338480583287,23.0,388557.0,77,Critical review,"Integrated speed-limit, design, and enforcement review",Urban time-window speed management,96.03,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,32459, ,motorway,URBAN,60.0,94.36666666,110.0,1.0,50.0,11852361.0,66,High priority,Enforcement or average-speed camera candidate,Night enforcement or average-speed pilot,96.0,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,52405, ,secondary,URBAN,66.0,94.33333333,113.66666667,0.4810732247626598,47.66666667,355713.0,76,Critical review,"Integrated speed-limit, design, and enforcement review",Night/low-visibility curve speed management,95.99,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
Thailand,15206,Nakhon In Road,primary,URBAN,80.0,85.8,101.625,0.6015894780972246,21.625,8176772.0,75,Critical review,Urban high-speed corridor speed-limit review,Urban time-window speed management,95.92,"segment-hour median speed, F85 speed, percent over limit, sample count, day/night flag, crash records, and vulnerable-user exposure"
